Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status_Developing
2006,61.1,28.0,17,6.18,6.995556386,92.0,0,39.6,23,61.0,5.7,6.0,3.3,55.47626,949457.0,4.3,4.3,0.455,8.3,True
2005,52.8,4.0,58,5.03,73.03276195,79.0,605,23.3,93,79.0,4.75,8.0,7.4,952.1872484,1742795.0,6.9,7.0,0.456,8.3,True
2007,79.8,77.0,2,9.05,0.0,91.0,194,28.2,2,91.0,5.99,91.0,0.1,1764.97387,1391756.5,1.5,1.0,0.677,12.3,True
2013,83.5,56.0,2,7.55,94.43428615,92.0,229,28.2,3,99.0,1.25,96.0,0.1,4454.44746,127445.0,2.0,1.7,0.894,15.3,False
2010,82.3,57.0,0,10.01,2198.590865,92.0,77,55.4,0,96.0,11.7,95.0,0.1,74276.71842,782499.0,0.5,0.4,0.92,15.4,False
2015,57.3,332.0,26,3.77,0.0,31.0,878,43.349999999999994,39,41.0,5.75,31.0,3.4,758.725782,11882136.0,3.3,3.4,0.421,4.9,True
2001,58.9,283.0,71,1.81,28.88069657,92.0,4362,43.349999999999994,108,66.0,2.96,66.0,0.2,377.5254454,279455.0,3.3,3.4,0.399,5.6,True
2004,45.1,615.0,40,1.11,58.13583343,89.0,1116,15.5,65,94.0,7.82,89.0,23.4,274.2256294,1267638.0,7.5,7.4,0.366,10.0,True
2001,59.4,269.0,3,0.5,6.556583478,92.0,0,12.3,4,93.0,3.75,93.0,0.1,56.4249869,892531.0,12.1,12.2,0.47,9.8,True
2004,63.5,238.0,6,2.86,186.1013972,96.0,1,4.0,8,98.0,4.3,97.0,0.1,1453.917166,473398.0,3.4,3.4,0.0,10.3,True
2008,74.9,135.0,28,3.58,0.0,87.0,352,12.9,35,93.0,5.53,93.0,0.2,1764.97387,1391756.5,14.7,15.7,0.633,11.6,True
2011,75.2,139.0,1,3.58,33.17529686,92.0,1,51.2,1,93.0,5.21,92.0,0.6,513.549487,2829493.0,1.8,1.7,0.722,12.8,True
2006,51.5,337.0,51,0.01,0.0,92.0,7,2.2,83,26.0,5.75,26.0,0.9,1764.97387,1391756.5,7.4,7.2,0.677,12.3,True
2003,57.9,38.0,41,1.53,31.09435342,8.0,1939,21.2,63,8.0,3.12,8.0,3.4,373.2815537,2446782.0,8.6,8.5,0.489,7.9,True
2014,78.0,23.0,4,8.06,5.663849328,22.0,0,6.7,5,45.0,7.1,23.0,0.2,314.658296,45271947.0,2.3,2.4,0.746,15.2,True
2009,56.2,338.0,23,4.05,2.030494673,94.0,305,15.7,34,96.0,6.96,94.0,2.4,24.944652,848931.0,7.8,7.8,0.336,8.6,True
2004,71.2,181.0,0,5.42,0.0,99.0,0,43.8,0,99.0,3.72,99.0,0.4,1764.97387,1391756.5,3.8,3.7,0.689,13.2,True
2002,78.2,75.0,0,5.73,1552.740429,92.0,7,63.4,0,95.0,7.86,95.0,0.1,11843.9392,395969.0,0.7,0.7,0.786,13.8,False
2015,72.3,196.0,0,3.77,0.0,99.0,2,62.3,0,99.0,5.75,99.0,0.1,5949.11677,9489616.0,1.9,2.0,0.798,15.6,True
2000,67.7,221.0,17,2.63,238.7369808,92.0,0,4.4,21,8.0,5.25,81.0,0.2,1655.596261,1165743.0,1.6,1.6,0.539,8.2,True
2011,81.8,61.0,1,2.67,3793.161624,98.0,70,63.4,1,94.0,7.39,94.0,0.1,33657.15727,77658.0,1.2,1.1,0.883,15.8,True
2013,71.0,172.0,0,6.71,167.2657906,92.0,0,45.0,0,94.0,5.98,92.0,0.3,1967.83283,1348248.0,5.8,6.0,0.773,12.7,True
2010,57.8,291.0,29,0.2,29.74734049,64.0,45,2.8,44,62.0,4.55,64.0,2.2,438.7513346,179417.0,8.2,8.2,0.38,8.3,True
2011,73.8,158.0,9,6.74,0.0,78.0,0,59.9,10,78.0,5.24,78.0,0.1,1764.97387,1391756.5,1.6,1.5,0.756,14.1,True
2015,78.5,61.0,0,3.77,0.0,99.0,0,27.4,0,99.0,5.75,99.0,0.1,8395.785198,49163.0,13.6,13.6,0.701,12.7,True
2005,78.0,222.0,0,12.3,913.699529,95.0,1,58.4,0,93.0,5.83,94.0,0.1,7863.1629,3322528.0,3.0,3.1,0.798,16.2,False
2013,72.2,121.0,5,2.14,275.6514934,93.0,164,5.6,6,96.0,5.54,93.0,0.1,7875.756953,941681.0,2.8,2.8,0.745,11.9,True
2014,58.4,382.0,2,0.01,574.3895102,98.0,0,31.8,3,98.0,9.25,98.0,7.3,3464.35169,129597.0,4.3,4.3,0.541,11.4,True
2000,71.0,177.0,0,4.6,336.3213326,88.0,0,25.3,0,88.0,3.78,88.0,0.1,3861.32414,1186873.0,8.1,8.1,0.667,12.1,True
2013,65.4,228.0,7,2.93,63.7481117,98.0,0,46.7,8,98.0,2.12,98.0,0.1,734.42525,5366277.0,3.2,3.3,0.678,10.7,True
2011,75.7,12.0,9,8.11,1504.329462,91.0,3,6.4,10,93.0,5.89,91.0,0.1,12726.9836,41656879.0,1.0,0.9,0.816,17.1,True
2004,54.0,329.0,12,4.24,17.85870796,92.0,4,21.5,17,47.0,8.77,31.0,3.2,149.4452549,3176414.0,8.5,8.5,0.335,10.2,True
2002,59.7,315.0,2,8.34,22.69039905,92.0,110,29.2,3,44.0,3.22,45.0,10.7,412.55271,129449.0,7.7,7.5,0.636,12.3,True
2003,72.4,15.0,16,4.25,417.8038898,92.0,0,49.0,19,92.0,5.92,92.0,0.1,2246.257472,42152151.0,2.5,2.2,0.659,11.6,True
2014,63.8,229.0,59,0.01,253.6086508,94.0,676,43.349999999999994,86,94.0,8.43,94.0,0.3,2176.89829,37737913.0,3.3,3.4,0.485,7.2,True
2010,73.4,153.0,2,9.0,983.2518091,98.0,193,56.9,2,94.0,5.83,94.0,0.1,8297.483621,2246871.0,3.0,3.2,0.797,15.8,False
2002,78.7,83.0,0,9.13,2892.257132,89.0,21,6.3,0,84.0,7.89,9.0,0.1,16874.31232,1391756.5,0.3,0.3,0.873,17.5,False
2014,68.4,214.0,54,4.52,31.27232188,67.0,58848,24.8,68,77.0,4.71,67.0,0.1,2842.938353,112249.0,1.0,9.7,0.676,11.7,True
2008,69.6,181.0,0,7.22,51.25232422,94.0,0,45.7,0,94.0,5.9,94.0,0.1,447.22796,36165.0,3.5,3.4,0.699,12.8,True
2008,75.5,14.0,2,11.4,15.71474837,98.0,0,57.2,3,96.0,6.88,99.0,0.1,141.44688,38125759.0,2.2,2.3,0.813,15.0,False
2015,81.0,72.0,0,3.77,0.0,96.0,1,66.5,0,99.0,5.75,99.0,0.1,187.78991,182883.0,0.8,0.7,0.865,17.2,True
2008,71.1,224.0,0,13.3,1888.149904,96.0,1,59.3,0,96.0,6.61,96.0,0.1,14961.56818,3198231.0,2.9,2.9,0.82,16.5,False
2007,54.5,411.0,94,4.4,0.0,83.0,7726,19.1,141,88.0,4.72,83.0,8.5,1764.97387,1391756.5,7.5,7.4,0.677,12.3,True
2004,68.2,247.0,1,12.05,42.33443901,99.0,2,56.2,1,99.0,6.59,99.0,0.1,2378.33927,973146.0,2.4,2.5,0.703,14.1,True
2012,74.4,121.0,1,3.89,274.1526986,95.0,0,52.6,1,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,2.1,0.732,12.7,True
2000,45.3,593.0,7,0.83,0.735940361,92.0,789,12.6,10,82.0,4.43,81.0,1.9,28.1969487,339281.0,1.2,1.1,0.0,3.9,True
2003,52.0,48.0,29,6.66,33.30286123,96.0,1064,14.5,46,96.0,6.34,96.0,8.1,212.6619491,868346.0,7.0,7.3,0.359,7.6,True
2010,62.0,298.0,7,3.53,0.0,74.0,4,24.5,10,72.0,2.29,74.0,3.8,1764.97387,1391756.5,8.1,7.7,0.548,10.5,True
2011,62.9,286.0,6,0.62,20.97991915,96.0,48,16.5,8,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0,True
2015,82.7,56.0,1,3.77,0.0,93.0,159,63.6,2,93.0,5.75,93.0,0.1,349.14755,673582.0,0.6,0.6,0.881,16.3,False
2012,74.9,126.0,1,9.38,742.5109709,97.0,0,58.3,1,93.0,9.89,91.0,0.1,5659.3824,719977.0,2.1,2.1,0.767,14.0,True
2012,77.0,137.0,111,0.01,59.2589257,94.0,1986,16.4,139,94.0,3.8,94.0,0.1,856.342857,15572753.0,18.5,19.0,0.557,9.9,True
2009,75.0,131.0,0,10.63,0.0,99.0,0,55.3,0,99.0,9.15,99.0,0.1,1764.97387,1391756.5,1.3,1.4,0.82,14.9,False
2009,74.6,19.0,0,8.46,327.1618128,93.0,0,49.9,0,93.0,6.21,93.0,0.1,16523.32388,1391756.5,3.8,3.8,0.779,15.5,True
2007,72.0,24.0,0,13.4,1581.511914,96.0,0,59.0,0,95.0,6.22,95.0,0.1,12297.91535,3231294.0,2.9,3.0,0.812,16.4,False
2008,83.0,75.0,2,9.31,0.0,94.0,2,28.6,2,92.0,6.16,94.0,0.1,1764.97387,1391756.5,1.5,1.0,0.677,12.3,True
2013,52.3,412.0,59,3.15,0.0,8.0,48,26.8,81,79.0,5.81,8.0,2.4,1764.97387,1391756.5,5.8,5.7,0.677,12.3,True
2002,73.8,137.0,30,2.03,0.0,92.0,6755,1.0,39,92.0,4.7,75.0,0.2,1764.97387,1391756.5,15.6,16.3,0.584,10.7,True
2007,75.0,144.0,0,8.64,257.9665308,97.0,0,42.6,0,98.0,4.27,99.0,0.1,14252.29452,1391756.5,3.4,3.3,0.781,14.5,True
2001,79.3,74.0,1,2.53,22.27332618,96.0,19,58.7,1,93.0,7.61,92.0,0.1,236.19646,6439.0,1.1,1.1,0.85,15.1,True
2006,58.0,526.0,33,2.25,1.860003739,81.0,459,18.8,52,83.0,6.11,81.0,15.9,13.154199,12383446.0,7.0,6.9,0.479,10.9,True
2012,75.0,146.0,0,11.27,164.2793407,92.0,2,63.0,1,99.0,7.74,99.0,0.1,12834.32349,992362.0,1.7,1.7,0.823,15.4,False
2001,67.7,254.0,1,10.74,14.06141699,93.0,45,54.9,1,99.0,6.62,99.0,0.1,1244.373185,9928549.0,2.6,2.7,0.681,13.3,True
2003,51.1,344.0,48,0.01,0.0,92.0,8257,19.0,78,4.0,5.75,4.0,0.9,1764.97387,1391756.5,7.7,7.5,0.677,12.3,True
2003,46.4,64.0,39,2.33,65.78997404,92.0,881,17.6,62,85.0,8.18,83.0,18.2,429.1583434,11421984.0,7.3,7.2,0.443,10.2,True
2014,54.3,321.0,51,0.01,0.0,42.0,10229,23.8,80,47.0,5.75,42.0,0.8,417.89143,1391756.5,6.7,6.5,0.677,12.3,True
2012,65.8,232.0,3,0.01,796.8734263,84.0,86,33.3,4,84.0,8.24,84.0,3.7,5749.44752,2263934.0,9.5,9.4,0.619,11.5,True
2004,65.1,226.0,12,2.66,0.0,84.0,0,45.4,16,84.0,5.22,84.0,0.2,1764.97387,1391756.5,1.4,1.2,0.62,14.6,True
2010,81.5,58.0,0,7.2,778.2477467,92.0,6,57.3,0,98.0,9.47,98.0,0.1,5276.25591,9378126.0,1.3,1.3,0.895,15.8,False
2011,87.0,59.0,0,6.91,3601.287457,82.0,3,68.0,0,96.0,9.6,96.0,0.1,22821.847,416268.0,0.8,0.7,0.826,14.8,False
2007,71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9,True
2008,79.0,92.0,0,12.35,3652.869332,97.0,1,56.5,0,97.0,9.9,97.0,0.1,24815.6884,1558177.0,0.7,0.5,0.804,15.8,False
2013,76.1,133.0,0,8.58,1991.430372,99.0,0,46.4,0,98.0,5.33,99.0,0.2,12224.86416,1391756.5,3.3,3.3,0.781,13.9,True
2011,55.6,371.0,51,6.19,83.18071241,82.0,504,26.6,79,8.0,3.96,82.0,4.9,1295.649726,252447.0,6.0,6.0,0.486,10.0,True
2006,68.2,152.0,164,0.01,42.3304549,86.0,6192,13.0,215,95.0,2.8,94.0,0.1,494.51466,1453684.0,19.7,2.3,0.506,8.4,True
2003,67.6,256.0,6,5.92,21.22386354,77.0,411,55.7,6,99.0,6.93,97.0,0.9,148.522488,4781295.0,2.8,2.9,0.691,14.3,True
2002,51.2,31.0,60,0.53,3.67646576,92.0,717,16.5,108,65.0,6.32,61.0,2.3,334.22416,11638929.0,1.5,1.5,0.308,4.9,True
2008,67.4,225.0,2,4.26,181.0123284,96.0,31,44.9,2,95.0,5.58,96.0,0.1,2139.625631,2628131.0,2.2,2.3,0.673,13.4,True
2003,72.7,132.0,1,3.36,70.54185252,48.0,216,47.5,2,74.0,8.49,75.0,0.1,928.18227,431.0,2.9,3.0,0.684,11.8,True
2014,59.3,268.0,39,0.01,8.386339501,91.0,343,18.8,63,91.0,4.96,91.0,0.6,75.1464113,17585977.0,8.2,7.7,0.398,7.7,True
2000,79.0,186.0,0,4.8,0.0,92.0,0,4.1,0,99.0,3.73,98.0,0.7,1764.97387,1391756.5,4.0,3.9,0.0,12.7,True
2008,55.5,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784228,14138216.0,9.2,9.0,0.36,5.8,True
2007,55.3,293.0,46,4.58,73.92730583,89.0,12,15.1,83,93.0,6.63,89.0,1.7,475.11122,1425221.0,9.8,9.3,0.334,4.9,True
2015,69.7,161.0,10,3.77,0.0,96.0,3,4.7,11,96.0,5.75,96.0,0.2,918.6771543,8548651.0,3.6,3.7,0.625,11.3,True
2014,68.8,183.0,0,0.01,3.718438799,88.0,0,49.7,0,94.0,5.5,88.0,0.1,29.652622,57554.0,1.1,1.2,0.512,9.6,True
2010,69.1,2.0,0,2.25,62.08343533,99.0,0,58.7,0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6,True
2000,78.8,13.0,3,13.63,3410.284431,26.0,10000,54.6,4,98.0,9.77,97.0,0.1,22465.64184,6912498.0,0.7,0.6,0.844,15.7,True
2011,74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,1764.97387,1391756.5,2.9,2.9,0.671,12.4,True
2003,48.1,41.0,567,9.75,30.19550849,92.0,141258,18.3,918,42.0,4.5,29.0,5.4,512.65719,131972533.0,13.5,13.6,0.0,8.1,True
2010,73.7,127.0,7,0.78,0.0,84.0,26,52.3,9,83.0,3.28,8.0,0.1,1764.97387,2118834.0,6.4,6.1,0.65,11.7,True
2014,73.4,169.0,0,15.19,2211.744178,94.0,11,61.9,0,93.0,6.55,93.0,0.1,16554.97139,2932367.0,2.6,2.7,0.841,16.5,False
2008,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0,True
2009,64.8,175.0,371,0.03,0.697215581,78.0,863,21.3,460,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5,2.9,0.514,7.3,True
2007,55.7,299.0,236,1.52,0.0,7.0,55577,17.8,326,72.0,3.61,7.0,1.9,1764.97387,1391756.5,11.1,1.9,0.677,12.3,True
2007,74.6,12.0,3,1.24,469.6282925,98.0,4,53.9,4,98.0,5.64,98.0,0.1,3778.184171,129887.0,6.3,6.3,0.695,14.3,True
2009,77.1,12.0,0,13.23,0.0,99.0,5,63.1,0,99.0,7.85,99.0,0.1,1764.97387,1391756.5,1.9,2.0,0.677,12.3,False
2004,82.0,94.0,3,13.18,5291.234786,35.0,4448,57.0,4,99.0,1.53,98.0,0.1,33874.74255,6274897.0,0.6,0.6,0.857,15.5,True
2003,74.2,151.0,0,7.16,1158.065259,99.0,0,4.1,0,99.0,4.53,99.0,0.1,9739.82556,1391756.5,3.5,3.5,0.0,0.0,True
2006,65.2,24.0,1,7.04,170.6325842,93.0,0,39.6,1,92.0,4.67,93.0,1.1,1945.6395,74961.0,5.7,5.5,0.622,11.7,True
2008,89.0,88.0,3,11.9,7002.785925,47.0,604,59.1,3,98.0,1.57,98.0,0.1,45413.6571,6437499.0,0.6,0.6,0.877,16.1,True
2014,67.9,199.0,32,0.01,43.5240801,62.0,1317,58.5,39,67.0,5.54,64.0,0.1,673.74737,3568.0,5.3,5.1,0.658,10.1,True
2007,73.7,146.0,4,2.29,127.6377505,98.0,44,17.9,5,98.0,3.76,98.0,0.1,1644.816372,19668.0,15.4,15.5,0.725,13.2,True
2003,73.4,93.0,0,0.03,159.0098727,99.0,0,65.5,1,99.0,3.23,99.0,0.1,2271.56961,1391756.5,3.2,3.0,0.788,14.1,True
2005,72.9,136.0,19,0.5,2.548922758,83.0,2302,48.9,22,88.0,3.24,88.0,0.1,31.122378,33288437.0,6.1,6.0,0.68,12.0,True
2001,68.4,211.0,16,2.53,225.0619956,92.0,0,41.1,20,78.0,6.76,77.0,0.3,1568.376276,11924946.0,1.5,1.5,0.546,8.5,True
2012,78.8,16.0,24,8.82,0.0,9.0,55,68.0,28,93.0,17.2,94.0,0.1,1764.97387,1391756.5,0.7,0.6,0.677,12.3,False
2012,68.5,183.0,129,0.08,254.4688257,83.0,15489,24.7,154,84.0,2.9,83.0,0.3,3687.953996,248883232.0,1.5,1.4,0.669,12.6,True
2005,81.0,93.0,3,12.2,5451.701225,35.0,36,57.5,4,98.0,1.6,98.0,0.1,34879.72633,63179356.0,0.6,0.6,0.86,15.5,True
2006,54.0,496.0,54,8.5,732.1255305,83.0,81,44.3,82,79.0,7.57,82.0,28.1,5631.73485,4823384.48,1.6,12.8,0.609,12.9,True
2005,57.3,291.0,85,0.02,1.388647732,66.0,1296,14.2,118,58.0,8.7,58.0,0.1,25.2941299,257798.0,19.3,19.5,0.396,7.9,True
2009,77.0,79.0,0,1.11,3688.694288,99.0,112,65.6,0,98.0,2.63,99.0,0.1,61478.23813,1391756.5,5.0,4.6,0.828,11.8,True
2005,66.0,223.0,8,0.01,55.12187071,42.0,127,24.2,12,71.0,4.21,71.0,1.3,697.7451989,31372.0,9.8,9.6,0.461,7.2,True
2010,76.6,16.0,0,12.1,206.8868182,97.0,7,6.6,0,97.0,8.25,97.0,0.1,1355.74586,4417781.0,1.6,1.6,0.803,14.2,False
2014,77.5,8.0,0,4.51,428.7490668,98.0,0,57.2,1,98.0,5.88,98.0,0.1,4575.763787,288914.0,1.2,1.3,0.761,14.2,True
2014,74.8,126.0,4,0.52,721.3655432,96.0,221,39.5,4,97.0,4.17,97.0,0.1,11183.96191,322817.0,7.6,7.4,0.783,13.0,True
2007,66.0,259.0,2,0.16,9.087638194,75.0,0,2.1,2,75.0,4.93,75.0,0.1,72.759313,64162.0,7.3,7.2,0.459,10.0,True
2002,74.8,124.0,0,13.39,11.63615139,92.0,6,55.8,0,95.0,6.19,95.0,0.1,653.71637,444.0,2.0,2.0,0.759,12.6,False
2006,75.0,229.0,0,10.4,1099.248837,94.0,7,57.4,0,96.0,6.8,96.0,0.1,9667.9757,2218357.0,2.4,2.5,0.807,16.2,False
2006,69.0,221.0,8,0.01,55.79836969,68.0,22,24.8,12,68.0,3.21,68.0,1.3,944.134851,322653.0,9.6,9.4,0.466,7.2,True
2002,74.0,153.0,0,7.21,927.4075855,99.0,0,39.5,0,93.0,4.41,98.0,0.1,9386.716452,1391756.5,3.6,3.5,0.0,0.0,True
2002,73.2,17.0,1,1.98,70.13207838,77.0,36,59.1,1,77.0,1.5,77.0,0.1,5436.595223,3522837.0,4.8,4.7,0.0,15.2,True
2004,73.0,17.0,1,4.54,221.8428,99.0,7,48.9,1,98.0,6.38,97.0,0.1,2416.588235,326939.0,1.8,1.9,0.681,10.9,True
2010,65.1,172.0,372,0.04,0.66751505,82.0,4321,21.9,461,82.0,3.2,82.0,0.1,14.142268,1756182.0,2.2,2.7,0.521,7.5,True
2011,54.3,47.0,66,0.94,40.80617976,76.0,177,2.9,94,73.0,6.23,76.0,9.6,526.5313517,249395.0,3.7,3.6,0.397,9.5,True
2002,78.4,91.0,3,12.25,437.1059663,87.0,4657,56.1,4,97.0,1.4,93.0,0.1,2525.16445,82488495.0,1.2,1.1,0.867,16.3,False
2009,72.2,192.0,0,12.4,1446.529217,95.0,0,59.7,0,98.0,7.53,98.0,0.1,11837.3913,3162916.0,2.8,2.9,0.825,16.6,False
2007,73.3,165.0,12,6.2,520.7639087,96.0,3893,24.6,14,98.0,3.56,98.0,0.4,3972.26475,66195615.0,8.6,8.8,0.687,12.3,True
2000,50.0,284.0,58,0.1,13.35783844,92.0,21319,13.6,128,41.0,6.1,34.0,1.5,158.455972,11352973.0,12.8,12.9,0.253,2.8,True
2006,77.8,113.0,28,8.63,0.0,93.0,55,64.4,33,93.0,15.27,96.0,0.1,1764.97387,1391756.5,0.7,0.6,0.677,12.3,False
2008,61.0,255.0,2,0.12,93.36788979,81.0,0,2.6,2,81.0,5.13,81.0,0.1,795.97519,657229.0,7.2,7.1,0.461,10.2,True
2012,63.4,3.0,2,0.01,12.83447357,95.0,7,36.2,3,96.0,6.27,95.0,4.4,729.231453,289315.0,7.3,7.0,0.687,12.5,True
2014,76.8,7.0,0,1.57,367.2556742,98.0,46,62.9,0,98.0,4.98,98.0,0.1,24983.3792,1391756.5,6.1,6.0,0.82,14.5,True
2007,85.0,67.0,0,6.6,14829.41215,92.0,0,57.5,0,93.0,8.58,93.0,0.1,85128.65759,479153.0,0.7,0.7,0.934,17.6,False
2012,56.0,347.0,26,3.77,38.3382324,92.0,1952,43.349999999999994,40,64.0,2.77,59.0,3.8,958.45581,1818258.0,3.3,3.4,0.419,4.9,True
2004,79.2,81.0,0,9.56,287.6124519,92.0,1,59.9,1,95.0,8.3,95.0,0.1,21955.149,1955141.0,0.8,0.8,0.83,15.3,True
2001,47.7,539.0,115,10.57,26.97625217,92.0,48543,13.3,187,56.0,7.26,55.0,10.8,234.984775,24854892.0,6.9,6.9,0.396,10.8,True
2007,73.2,99.0,9,0.1,1307.89002,96.0,4648,61.6,10,96.0,3.49,96.0,0.1,16472.1665,1391756.5,7.2,7.3,0.773,12.7,True
2014,82.2,79.0,3,11.5,6739.677606,83.0,267,62.0,3,98.0,11.54,98.0,0.1,42955.24287,66331957.0,0.6,0.6,0.89,16.2,True
2009,73.3,118.0,4,0.59,668.7447334,98.0,0,6.9,4,98.0,9.54,98.0,0.1,3492.1396,6821116.0,3.8,3.8,0.742,13.6,True
2009,56.3,288.0,4,2.55,47.12969266,8.0,0,22.5,7,78.0,6.81,8.0,6.0,544.222779,1517448.0,8.3,8.1,0.401,8.9,True
2005,72.9,182.0,1,12.94,1317.08348,92.0,2,58.8,1,99.0,8.28,99.0,0.1,11161.72441,18765.0,2.0,2.0,0.795,15.0,False
2000,68.3,196.0,0,4.79,219.0239836,76.0,0,4.8,0,91.0,3.98,91.0,0.3,3364.423711,247315.0,3.8,3.7,0.668,11.7,True
2005,72.7,163.0,75,6.97,23.76370075,98.0,6,47.8,85,99.0,8.27,99.0,0.1,477.182746,186917361.0,3.2,3.1,0.694,13.8,True
2000,66.6,16.0,9,0.65,35.09462644,92.0,210,42.1,11,75.0,4.67,76.0,0.1,655.974326,8486.0,3.2,3.1,0.636,10.1,True
2000,76.8,114.0,28,8.21,0.0,9.0,85,6.1,33,9.0,13.7,94.0,0.1,1764.97387,1391756.5,0.8,0.7,0.677,12.3,False
2011,82.1,51.0,0,8.13,7.0480925,92.0,0,59.3,0,95.0,8.65,95.0,0.1,46.217,31914.0,0.9,0.9,0.894,18.6,False
2007,66.6,194.0,29,0.2,52.22906505,82.0,1415,14.9,38,82.0,5.84,82.0,0.2,393.8843518,26214847.0,17.2,17.8,0.486,10.0,True
2011,72.9,14.0,0,0.96,7.033980828,82.0,0,73.3,0,84.0,4.6,82.0,0.1,445.18866,14577.0,0.1,0.1,0.712,14.4,True
2011,48.9,418.0,26,3.78,54.6659175,89.0,1865,22.2,38,88.0,11.98,89.0,1.3,445.525,6611692.0,8.1,8.0,0.392,8.9,True
2001,66.8,221.0,68,4.54,69.0204245,45.0,7360,18.3,89,76.0,3.0,79.0,0.1,957.287441,79665315.0,1.0,9.7,0.622,11.4,True
2002,64.7,276.0,8,5.99,145.1022528,95.0,18,44.8,9,95.0,3.61,95.0,0.1,1658.31146,14858948.0,2.6,2.6,0.7,12.7,True
2003,78.4,98.0,0,9.31,3869.026302,92.0,0,57.1,0,96.0,8.15,98.0,0.1,32816.1688,521314.0,0.9,0.8,0.866,18.1,True
2011,74.5,147.0,3,3.39,321.6132593,98.0,0,5.9,3,99.0,6.39,98.0,0.1,1682.957924,58782.0,1.8,1.8,0.62,11.5,True
2008,61.7,317.0,3,6.28,59.55033546,92.0,0,3.2,4,83.0,7.15,83.0,11.7,429.6561,216375.0,11.5,11.4,0.589,11.3,True
2004,77.7,12.0,1,4.09,1043.10795,89.0,0,49.3,1,9.0,7.8,9.0,0.1,4425.57467,418738.0,2.1,2.0,0.719,12.2,True
2000,58.1,278.0,14,5.16,0.0,92.0,332,12.3,20,57.0,3.41,51.0,0.1,1764.97387,1391756.5,1.5,1.5,0.459,8.0,True
2014,74.6,144.0,11,4.38,1435.487755,9.0,0,57.2,12,9.0,7.2,9.0,0.1,7913.383432,47791911.0,2.1,1.9,0.72,13.6,True
2013,69.5,17.0,32,0.01,447.3695001,66.0,669,57.8,39,7.0,5.92,68.0,0.1,6925.22446,33883145.0,5.3,5.1,0.659,10.3,True
2004,64.7,218.0,35,0.21,31.93187316,27.0,12074,13.4,47,8.0,5.82,8.0,0.2,287.4156,2539449.0,17.8,18.4,0.463,9.3,True
2005,68.5,165.0,10,3.21,0.0,92.0,0,27.7,13,97.0,5.75,79.0,0.1,1764.97387,1391756.5,5.7,5.7,0.677,12.3,True
2007,49.4,394.0,46,0.42,5.962923532,92.0,441,16.1,80,38.0,3.35,28.0,4.9,81.683884,177578.0,1.0,1.0,0.306,5.7,True
2007,46.2,633.0,4,2.69,9.18432717,9.0,2,28.3,6,87.0,8.47,88.0,30.0,918.432717,1982287.0,8.4,8.3,0.44,10.6,True
2009,68.0,183.0,21,2.56,92.81479759,98.0,0,4.0,24,99.0,6.31,98.0,0.2,1213.265328,277674.0,3.1,3.1,0.651,11.8,True
2004,71.7,165.0,4,9.82,431.3250367,99.0,117,53.4,4,97.0,5.43,97.0,0.1,3552.92452,21451748.0,3.4,3.9,0.733,12.9,False
2014,75.0,139.0,0,9.97,0.0,99.0,0,46.7,0,99.0,6.72,99.0,0.1,1764.97387,1391756.5,4.3,4.3,0.723,13.1,True
2000,51.2,391.0,253,0.88,11.59481766,92.0,1660,12.3,404,55.0,4.36,3.0,5.0,123.876257,66537331.0,11.9,11.8,0.0,3.9,True
2014,56.7,366.0,47,0.01,61.39263642,87.0,831,28.4,71,86.0,4.1,87.0,3.7,1441.1417,2223994.0,5.7,5.7,0.507,10.4,True
2008,61.6,298.0,2,8.75,11.05422474,82.0,3,32.4,3,81.0,2.54,82.0,8.9,194.2746,1536411.0,6.8,6.6,0.651,12.4,True
2009,79.8,85.0,0,10.05,671.9376566,97.0,33,61.6,1,98.0,1.39,98.0,0.1,4488.5615,1796493.0,0.9,0.9,0.876,15.8,False
2003,66.9,189.0,173,0.05,8.460155758,64.0,24457,17.5,215,8.0,2.53,71.0,0.1,164.59447,22545214.0,1.9,11.0,0.613,10.8,True
2002,72.9,133.0,1,6.95,292.6142378,92.0,63,52.2,1,95.0,8.9,95.0,0.1,2149.9944,7496522.0,2.7,2.8,0.715,13.2,True
2001,58.7,276.0,42,1.05,42.56331585,92.0,9357,14.3,65,6.0,5.17,6.0,0.7,278.555732,1626932.0,8.6,8.5,0.456,8.2,True
